uuid,timestamp_utc,endpoint_name,request_url,http_status,model_field,response_json_path,headers_path,sha256,elapsed_ms,notes
TEMPORAL_20251001T133000Z_14336,20251001T133039Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251001T133000Z_14336.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251001T133000Z_14336_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251001T133000Z_14336_body.json,75b883eb15f744a3cbcb2b3a5526e898c8e32f66c34bbf356e7249a9f02b2eb4,00-b014e5218a9a428f296109c1b736f488-b81367b50004ff2e-01,"window=09"
TEMPORAL_20251001T140000Z_15543,20251001T140100Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251001T140000Z_15543.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251001T140000Z_15543_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251001T140000Z_15543_body.json,8c5e70a54400f02a22507b0979852624397144b2ebad2d63aa8e113348d6f52d,00-4585167daef420584c6dc45ac6284e20-62d4144e00065694-01,"window=10"
TEMPORAL_20251001T143000Z_11419,20251001T143008Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251001T143000Z_11419.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251001T143000Z_11419_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251001T143000Z_11419_body.json,55504b18637a2f61a0ed61a92ec3faac012ab3aeed86d59763ad8a3d5d59b4e1,00-c71e7097a4b82b41d47b94153992b59b-e89f5e730006ff09-01,"window=10"
TEMPORAL_20251001T150000Z_28788,20251001T150031Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251001T150000Z_28788.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251001T150000Z_28788_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251001T150000Z_28788_body.json,91cbd10d70abf5f3ceb27f7c0b64f12ef6b053e26fdb5f15b7045e5c3baccbb7,00-3f27935008d31dd9972d6ca5f412c4bf-a544d034000820c9-01,"window=11"
TEMPORAL_20251001T153000Z_10409,20251001T153014Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251001T153000Z_10409.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251001T153000Z_10409_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251001T153000Z_10409_body.json,685bc8217abb6e77688efb3968e32368183770b98a4d8c88f35e5cf44cd56634,00-599f87114e18857dbf482d4a210a782f-d87568230000ca67-01,"window=11"
TEMPORAL_20251001T163001Z_27242,20251001T163009Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251001T163001Z_27242.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251001T163001Z_27242_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251001T163001Z_27242_body.json,04129007823613dfbc1c89a3b85621d350abeda08eeb2129af95ab3b404ea74c,00-a84c1cf903d8fa82f98b9b83bd2e4e60-8a13df3f0000b47e-01,"window=12"
TEMPORAL_20251001T170000Z_12606,20251001T170011Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251001T170000Z_12606.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251001T170000Z_12606_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251001T170000Z_12606_body.json,a33e1a8b3c353f9e3ac2f683e203d31e7f97db0092d5200dacf46c2e34f571d1,00-6c293db1cdbcaf8b8c24c4ecac2c9963-88b1dd2d0001bb02-01,"window=13"
TEMPORAL_20251001T173000Z_22025,20251001T173016Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251001T173000Z_22025.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251001T173000Z_22025_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251001T173000Z_22025_body.json,7ea42ea05668868b0cb1c284090579b4a86bdf09a04eae20cde3ed7bde6a9b94,00-b0679b1fd9e9f06df000e3a34535aa6f-f0596e8a0002bd2e-01,"window=13"
TEMPORAL_20251002T130000Z_19510,20251002T130142Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T130000Z_19510.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T130000Z_19510_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T130000Z_19510_body.json,c11a13d3cf7a3df27e70a2d18e13766332ffcc1de1aaee1a020ace819c8cca97,00-8be19f52e6162124ef92aef0d8fb699a-24b068550026fc13-01,"window=09"
TEMPORAL_20251002T150000Z_24728,20251002T150027Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T150000Z_24728.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T150000Z_24728_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T150000Z_24728_body.json,78a5952e0e46e47b744e3b695158e7988ac5e2f82b1fd1a5463953550480626b,00-cb1c0beb16255bb74cfa66235f520115-743a68d60031a8ec-01,"window=11"
TEMPORAL_20251002T153000Z_13593,20251002T153013Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T153000Z_13593.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T153000Z_13593_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T153000Z_13593_body.json,88cacd1de7af12552111ada698bca785cb06b91b4292f8224b825f2294209703,00-465adf15ca27152946749252f7fd0e38-4b5d206100330e0c-01,"window=11"
TEMPORAL_20251002T160000Z_12438,20251002T160013Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T160000Z_12438.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T160000Z_12438_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T160000Z_12438_body.json,0313f4a0aef3fda14187e250f642ac33763ed522f02ca7209667a95754dcbc89,00-66a18ce02d039a3d1c4c76e9084ffc29-c2cb39fe002d997a-01,"window=12"
TEMPORAL_20251002T163000Z_11396,20251002T163108Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T163000Z_11396.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T163000Z_11396_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T163000Z_11396_body.json,5b2bea5ccb6aa413c25f705330b7a7148bb3f5bc63aa8e622b77c4fa78021834,00-00602eeca18cb86f37ff5b9820e2a309-c3d797ec002e7d36-01,"window=12"
TEMPORAL_20251002T170000Z_8378,20251002T170009Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T170000Z_8378.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T170000Z_8378_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T170000Z_8378_body.json,b0ed78debb4adb4f44b08e0d8f478627102a0484b8b493b12693b69916c7d802,00-c4f3e8a526924fc898ffb05d06016b71-c73ac112002fec91-01,"window=13"
TEMPORAL_20251002T173000Z_15883,20251002T173011Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T173000Z_15883.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T173000Z_15883_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T173000Z_15883_body.json,e5fab90a3172ea8033827a5e84aa8b8045e46191b782e6b868d63acabe1aa406,00-6792c4f9963500f9e0531f67ed84f976-224bb4a00037eabd-01,"window=13"
TEMPORAL_20251002T180000Z_1160,20251002T180037Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T180000Z_1160.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T180000Z_1160_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T180000Z_1160_body.json,77d3731f562827558fccc2ddc14b1ad709f6cfe85d0bfae6aaf7942e864ba89a,00-33682f0d341a01adf475d05619a96f69-cfcf97730031d896-01,"window=14"
TEMPORAL_20251002T183001Z_6454,20251002T183010Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T183001Z_6454.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T183001Z_6454_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T183001Z_6454_body.json,335c022bd8f186792f0ad390d21528eb9bdfe6360c165aa638aca90f419e2f57,00-73f9549ed58ba90c362ca0026f74ee99-9ba5912f0039c7de-01,"window=14"
TEMPORAL_20251002T190000Z_30526,20251002T190015Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T190000Z_30526.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T190000Z_30526_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T190000Z_30526_body.json,5f47b4c2251469fb3f00d7ad6e1b81e6f1e7c49995c77f7b9c88b29706254444,00-84bedc816c64b8e201af3a24bde98b26-7113fb3300334b44-01,"window=15"
TEMPORAL_20251002T200121Z_29688,20251002T200208Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T200121Z_29688.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T200121Z_29688_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T200121Z_29688_body.json,0245aa962a148b701d4980516719f04eaded9c94c93c63ca581c2c2555dff432,00-88256a69b1243faa2a2f2f0457f8dcfc-b11868a000354e05-01,"window=16"
TEMPORAL_20251002T220001Z_4742,20251002T220126Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T220001Z_4742.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T220001Z_4742_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T220001Z_4742_body.json,d863ee269d9f4d22919c69eb018d77022c537a4c09ffb23e9e33f065f0344f21,00-17b0a975a57fd363e212bd7da715a882-dc1d4c8b0041a977-01,"window=18"
TEMPORAL_20251002T223000Z_9107,20251002T223011Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T223000Z_9107.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T223000Z_9107_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T223000Z_9107_body.json,e5cfedcc8b81ddb9587da2b970caf173f661aa244ec2c4d218f116cc779650a0,00-21110f4bdc092d0443da653326537821-def57cdf00421e4b-01,"window=18"
TEMPORAL_20251002T230000Z_27146,20251002T230013Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T230000Z_27146.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T230000Z_27146_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T230000Z_27146_body.json,aa2da47593663ad63848d6d9b9422b22703464e7b496006d3bf9722979e9d651,00-9d13599eed55a82b86b30f7d8f0c548a-88ea5b2c00435fe2-01,"window=19"
TEMPORAL_20251002T233001Z_19240,20251002T233013Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T233001Z_19240.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T233001Z_19240_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251002T233001Z_19240_body.json,dd52eba25ca48d3981e2aa6eddfe4000839fe881f9046dcf2cf9d426e12eee77,00-33db95fbd7f8557bbff4a154b3408900-6e6109fd00449e3a-01,"window=19"
TEMPORAL_20251003T000000Z_16334,20251003T000043Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T000000Z_16334.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T000000Z_16334_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T000000Z_16334_body.json,f9992501e22fbf2906ec19ce853bdd9d4ed5c2dfeca6397fe251c90f5e151b95,00-4ddc1c3871b98271b085ab8a2385d3f6-48f44f41003cdb0e-01,"window=20"
TEMPORAL_20251003T003000Z_848,20251003T003011Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T003000Z_848.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T003000Z_848_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T003000Z_848_body.json,b14048caf2ee1ce2a86e04cda7365e48a62bd263fa6edafd4f8fd0a78c7fe306,00-0baf4daa268180950773c0c90d0487eb-4af8d0b4003d5e00-01,"window=20"
TEMPORAL_20251003T010000Z_29039,20251003T010019Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T010000Z_29039.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T010000Z_29039_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T010000Z_29039_body.json,cea689e84126cf9fd62a0861f553028ebf02890253b084d5151af064bcf25f57,00-44aa3a668a9fa91fa6936ba0fcab7adb-f196f1fc0000d48a-01,"window=21"
TEMPORAL_20251003T013000Z_15676,20251003T013036Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T013000Z_15676.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T013000Z_15676_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T013000Z_15676_body.json,0e77d61cde5591eeca70033bb5be7bba6bad59556e842ad0c3eaf4b08b48da5c,00-7ad216084d43cc29b14087d72aff7c6a-d5ddbe2c0001caa9-01,"window=21"
TEMPORAL_20251003T020000Z_7041,20251003T020030Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T020000Z_7041.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T020000Z_7041_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T020000Z_7041_body.json,19727b3adc4bb898c49932dbb86b8c0a6fa92748287184aebb378402184fe5a6,00-70a652dda000e3b796aaf381a103f075-4c3cfd330002906a-01,"window=22"
TEMPORAL_20251003T023001Z_2182,20251003T023007Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T023001Z_2182.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T023001Z_2182_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T023001Z_2182_body.json,d2838b841e6b19b7312d9fbf2e29ca65a4072768a19ae19bb2d60f1c42cf751e,00-59f342fb4a23c284fa337690148a309d-acf6108e00042385-01,"window=22"
TEMPORAL_20251003T140000Z_730,20251003T140010Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T140000Z_730.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T140000Z_730_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T140000Z_730_body.json,5d4e00cd9be1b59f7c471b27f7c3a794632801efefd24bd227a8a2e9ecb1e817,00-175af0135e0e96cc5b3bf9e1dafb0c49-4793a1cf0001ef65-01,"window=10"
TEMPORAL_20251003T143000Z_20655,20251003T143009Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T143000Z_20655.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T143000Z_20655_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T143000Z_20655_body.json,65d3e091cbcc69bddd21b833e8fac5ec43402d76bcad0bbf43ae21e34a399e5f,00-47c95b165e3d2b7a6d703389b796ed8a-c40fd0e60003683e-01,"window=10"
TEMPORAL_20251003T150001Z_6485,20251003T150009Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T150001Z_6485.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T150001Z_6485_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T150001Z_6485_body.json,e97eb508addd218ce379d06dfb6ebe65c1bcacdb3494282a98af20d0da308294,00-d82d5df3f6d44dbba4c28a0dc33aea47-b4ce749900007312-01,"window=11"
TEMPORAL_20251003T153001Z_12011,20251003T153017Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T153001Z_12011.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T153001Z_12011_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T153001Z_12011_body.json,35e49fcead5c37f429d9401f346700a699b110c376eac75d8d67017e54a78e35,00-635ea893b0ecb9ba03638c057615400c-12c005110001d901-01,"window=11"
TEMPORAL_20251003T160001Z_10492,20251003T160008Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T160001Z_10492.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T160001Z_10492_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T160001Z_10492_body.json,e366306556f54fe3c969b2acee22e45a9b198f82ec2f0ec54df1b6d260b8335a,00-7fab32591ce20b75172c7262bbebf5af-014b8119000359f5-01,"window=12"
TEMPORAL_20251003T163000Z_21299,20251003T163025Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T163000Z_21299.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T163000Z_21299_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T163000Z_21299_body.json,3d9c277ecb68e422f6da3468b039070b374640bf17bf9e62e2994efd1afc90cc,00-6e3bd9ff5c5f35123c41dd3cf0f775f4-43418df10004aa09-01,"window=12"
TEMPORAL_20251003T173000Z_27448,20251003T173009Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T173000Z_27448.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T173000Z_27448_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T173000Z_27448_body.json,6e8e3465c0240e9b5ac84e1c63ef0e6373514079db7a363f896139e968a42e6f,00-507fb4ab522622f851a7baf9761bbe78-bbcb12ba00071e86-01,"window=13"
TEMPORAL_20251003T180000Z_8022,20251003T180009Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T180000Z_8022.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T180000Z_8022_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T180000Z_8022_body.json,769118de1f55961d41b4a7d4fb574aa70c66facb5a1737113f92d56b007a22a9,00-9aedf525b09b03b53184ac96f4290918-9c917ac7000764a5-01,"window=14"
TEMPORAL_20251003T183000Z_30987,20251003T183013Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T183000Z_30987.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T183000Z_30987_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T183000Z_30987_body.json,861ea866e5ed29e014e9f851aac5683c4cbe44a23bec1f3d8e47e0d470105c91,00-5cc86af40a2fbf5b86a85e4ce206426e-6acdd0dc00085fa3-01,"window=14"
TEMPORAL_20251003T190001Z_28317,20251003T190008Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T190001Z_28317.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T190001Z_28317_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T190001Z_28317_body.json,d893bd96f243de1c82a41f5aca2fb0a44a88d7da0475ebe9e3332ea3895385d4,00-c062aab4b5da38206a528186c4c9622f-326bf0f200093ccf-01,"window=15"
TEMPORAL_20251003T193000Z_29213,20251003T193012Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T193000Z_29213.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T193000Z_29213_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T193000Z_29213_body.json,a802a67fc44b51d76dfa1abf9a52700475bbe6e401fb3732a5421f127ffa194b,00-87bed135c062419220063b67e4f9a5c6-e23aa284000b8d51-01,"window=15"
TEMPORAL_20251003T233103Z_24884,20251003T233205Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T233103Z_24884.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T233103Z_24884_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251003T233103Z_24884_body.json,16d97e305b861753047894288efcf60cd075a61369a2fa02a79d10c1e31d68a2,00-fe82d038595315504d56b84e85d5e895-4a3539fc0001cc01-01,"window=19"
TEMPORAL_20251004T000000Z_28486,20251004T000145Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251004T000000Z_28486.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251004T000000Z_28486_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251004T000000Z_28486_body.json,3979e3fba71ffdd02f4388daaed46dc0cb931a126aca0946dce668da0d639994,00-5226422f672ca9082b1bc295d1b22d61-5ce6d6180002ef7f-01,"window=20"
TEMPORAL_20251004T003001Z_1790,20251004T003011Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251004T003001Z_1790.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251004T003001Z_1790_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251004T003001Z_1790_body.json,a76ba85dea517807840494c671a266bb800f014e8a694d59b487192ac9e3a958,00-83ef532fdb31fba29ddc5914e9bfc08c-6053940800037cd5-01,"window=20"
TEMPORAL_20251004T010000Z_13763,20251004T010011Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251004T010000Z_13763.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251004T010000Z_13763_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251004T010000Z_13763_body.json,be58c0718dcf130ae025b48ee72560b84223dad9b766adff81de26deeb587061,00-eb5abe2c7cdc0f9cdfcf2edd93c77581-9b68d46c0003c72d-01,"window=21"
TEMPORAL_20251004T013000Z_24292,20251004T013009Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251004T013000Z_24292.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251004T013000Z_24292_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251004T013000Z_24292_body.json,628d4b5411d0be3a91d5e93e5fc61be77ee4d18c7a70dbe2c4daa21df8710b18,00-7c2696e42736abc993e69e4ed9170d10-7bf4e80d00047ac6-01,"window=21"
TEMPORAL_20251004T020001Z_29424,20251004T020018Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251004T020001Z_29424.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251004T020001Z_29424_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251004T020001Z_29424_body.json,5f1eadf40592e0ba4292117ea05a78df9940a622f16a4197636a7a0b8d06d6fb,00-c67743ebea847b97485e58ab01f25c50-ddb8010e00054b39-01,"window=22"
TEMPORAL_20251004T023000Z_28291,20251004T023032Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251004T023000Z_28291.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251004T023000Z_28291_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251004T023000Z_28291_body.json,b05f378cc7c12d57a96c82de11b24f32757ca09f5d9322d6db8e937e21a41c52,00-05a57f34d1cf55e733c9e7decea62137-ddb8010e0005ec7a-01,"window=22"
TEMPORAL_20251004T030000Z_7789,20251004T030012Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251004T030000Z_7789.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251004T030000Z_7789_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251004T030000Z_7789_body.json,d90a00d9e09cd9112c45e1226168dfad8b77e349823a6acbfcb72788b80f9f89,00-b3755e8a7c6f6615081126c203a36957-6763bdfa0006b488-01,"window=23"
TEMPORAL_20251004T033000Z_5379,20251004T033029Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251004T033000Z_5379.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251004T033000Z_5379_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251004T033000Z_5379_body.json,09460982599d2c42f7c4a706c49ff8e04ca935d74d91c5114257d5db8711a665,00-2cabdcf1c12e313df18134355bacedbd-17e433a500074839-01,"window=23"
TEMPORAL_20251004T040000Z_4393,20251004T040110Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251004T040000Z_4393.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251004T040000Z_4393_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251004T040000Z_4393_body.json,62751a9ff6641ba1447d6dcbdac66f1c9231f9a4920d94aba86e27e70c9c5903,00-5d1b2be711c4ea7a909fe0d8c63572cc-73ce377c000965ef-01,"window=00"
